style,new_filename,title,source,size_bytes,pixelsy,pixelsx,genre,date,artist
Impressionism,12711.jpg,"Rooftops, St. Cloud",wikiart,176196.0,1024.0,769.0,cityscape,,Thomas Pollock Anshutz
Impressionism,95449.jpg,Le Havre. Heavy Winds off of Frascati.,wikiart,215981.0,695.0,1133.0,landscape,1896,Eugene Boudin
Impressionism,13030.jpg,Vase of Gladiolas,wikiart,201293.0,998.0,789.0,flower painting,1887,Gustave Caillebotte
Impressionism,73070.jpg,Crimea. Pioneer camp-resort,wikiart,493579.0,740.0,1064.0,landscape,1926,Ilya Mashkov
Impressionism,9932.jpg,"The Mills of Moret, Sunrise",wikiart,192524.0,760.0,1036.0,landscape,1889,Alfred Sisley
Romanticism,81896.jpg,When Blackfeet and Sioux Meet ,wikiart,147562.0,725.0,1086.0,battle painting,1908.0,Charles M. Russell
Romanticism,47395.jpg,Piegans ,wikiart,122482.0,727.0,1083.0,genre painting,1918.0,Charles M. Russell
Impressionism,88455.jpg,Gathering Plums,wikiart,154074.0,944.0,834.0,genre painting,1901.0,Henry Herbert La Thangue
Romanticism,78872.jpg,Seascape ,wikiart,96831.0,944.0,834.0,marina,1875.0,James Webb 
Impressionism,66892.jpg,Snow Effect at Moret,wikiart,186504.0,804.0,979.0,landscape,1894,Alfred Sisley
Impressionism,86485.jpg,Preparing The Meal,wikiart,1135764.0,787.0,1000.0,genre painting,1883,Jan Toorop
Impressionism,6952.jpg,Cartierul tătărăsc la amiază,wikiart,147833.0,787.0,1000.0,landscape,1925.0,Jean Alexandru Steriadi
Romanticism,86680.jpg,Male Portrait,wikiart,102870.0,1000.0,787.0,portrait,c.1870,Konstantin Makovsky
Romanticism,99759.jpg,Blonde Frau,wikiart,508290.0,1000.0,787.0,portrait,,Gabriel von Max
Impressionism,70466.jpg,Gursuf ,wikiart,233357.0,787.0,1000.0,cityscape,1914,Konstantin Korovin
Impressionism,11278.jpg,Street Corner Merchants,wikiart,114999.0,787.0,1000.0,cityscape,1959.0,Henri Catargi
Romanticism,34016.jpg,Portrait of the Rev. William Paul,wikiart,158409.0,1000.0,787.0,portrait,,Henry Raeburn
Romanticism,61712.jpg,"The Inferno, Canto 6",wikiart,492489.0,787.0,1000.0,illustration,,Gustave Dore
Impressionism,64321.jpg,Transvaal evening (Nelspruit),wikiart,66414.0,787.0,1000.0,landscape,,Pieter Wenning
Romanticism,96048.jpg,A Message from the East,wikiart,359033.0,1052.0,748.0,illustration,,Gustave Dore
Impressionism,79364.jpg,Café de la Paix,wikiart,1048139.0,750.0,1049.0,cityscape,,Antoine Blanchard
Impressionism,46654.jpg,"Place de la Madeleine, Winter",wikiart,1270185.0,750.0,1049.0,cityscape,,Antoine Blanchard
Impressionism,102425.jpg,"Grands Boulevard et Porte St. Denis, Sous la Neige",wikiart,1382566.0,750.0,1049.0,cityscape,,Antoine Blanchard
Impressionism,75082.jpg,Moulin Rouge,wikiart,1078977.0,750.0,1049.0,cityscape,,Antoine Blanchard
Impressionism,36913.jpg,"Quai St. Michel, Notre Dame",wikiart,936227.0,750.0,1049.0,cityscape,,Antoine Blanchard
Impressionism,49857.jpg,Creek in Winter,wikiart,418060.0,768.0,1024.0,landscape,1899,T. C. Steele
Impressionism,40639.jpg,Clam Diggers,wikiart,327907.0,768.0,1024.0,landscape,1902,T. C. Steele
Impressionism,87240.jpg,The Canal Saint Martin,wikiart,310924.0,768.0,1024.0,landscape,1872,Alfred Sisley
Romanticism,74915.jpg,Portrait of a child ,wikiart,121704.0,768.0,1024.0,portrait,1865.0,Edward R. Taylor
Romanticism,51730.jpg,Clovelly ,wikiart,270002.0,768.0,1024.0,cityscape,1880.0,Edward R. Taylor
Impressionism,24908.jpg,Villa,wikipedia,236415.0,768.0,1024.0,landscape,,Max Liebermann
Romanticism,16941.jpg,"Scene from 'The Last of the Mohicans', by James Fenimore Cooper",wikiart,299240.0,768.0,1024.0,landscape,1827,Thomas Cole
Impressionism,102278.jpg,Bissevejr,wikipedia,180514.0,768.0,1024.0,animal painting,1909.0,Theodor Philipsen
Impressionism,80066.jpg,Flower Garden at Brookville,wikiart,411466.0,768.0,1024.0,landscape,1901,T. C. Steele
Impressionism,72358.jpg,Portrait of Professor Sauerbruch,wikipedia,227949.0,768.0,1024.0,portrait,,Max Liebermann
Impressionism,102458.jpg,Barges on the Saint Martin Canal,wikiart,196157.0,768.0,1024.0,landscape,c.1872,Alfred Sisley
Impressionism,100473.jpg,Tennessee Scene,wikiart,503665.0,768.0,1024.0,landscape,1899,T. C. Steele
Impressionism,100566.jpg,The Grist Mill,wikiart,426333.0,768.0,1024.0,landscape,1901,T. C. Steele
Romanticism,171.jpg,New England Scenery (detail),wikiart,169308.0,768.0,1024.0,landscape,1851.0,Frederic Edwin Church
Impressionism,49657.jpg,unknown title,wikiart,188587.0,1024.0,768.0,marina,,Karl Edvard Diriks
Impressionism,9252.jpg,A Carta,wikiart,433125.0,768.0,1024.0,genre painting,,Eliseu Visconti
Impressionism,34282.jpg,Roan Mountain,wikiart,441706.0,768.0,1024.0,landscape,,T. C. Steele
Impressionism,59892.jpg,Gordon Hill,wikiart,387434.0,768.0,1024.0,landscape,1897,T. C. Steele
Impressionism,15764.jpg,Village Scene,wikiart,346146.0,768.0,1024.0,landscape,,T. C. Steele
Impressionism,37056.jpg,Daisy by the River,wikiart,367217.0,768.0,1024.0,genre painting,1891,T. C. Steele
Impressionism,51195.jpg,"A View from Cannery Row, Monterey",wikiart,133371.0,768.0,1024.0,landscape,1996.0,Thomas Kinkade
Impressionism,93697.jpg,On the Oregon Coast,wikiart,348520.0,768.0,1024.0,landscape,1902,T. C. Steele
Impressionism,34285.jpg,Flower Mart,wikiart,406115.0,768.0,1024.0,genre painting,1890,T. C. Steele
Impressionism,31491.jpg,Beech Trees,wikiart,491216.0,768.0,1024.0,landscape,1895,T. C. Steele
Impressionism,24222.jpg,An Indiana Road,wikiart,373279.0,768.0,1024.0,landscape,1889,T. C. Steele
Impressionism,83791.jpg,The Oaks of Vernon,wikiart,346320.0,768.0,1024.0,landscape,1887,T. C. Steele
Impressionism,61624.jpg,Morning in June (Saint Mammes et les Coteaux de la Celle),wikiart,236399.0,768.0,1024.0,cityscape,1884,Alfred Sisley
Impressionism,58679.jpg,Cows by the Stream,wikiart,538121.0,768.0,1024.0,landscape,1895,T. C. Steele
Impressionism,993.jpg,June Glory,wikiart,382685.0,768.0,1024.0,flower painting,1920,T. C. Steele
Impressionism,69456.jpg,House of the Singing Winds,wikiart,448116.0,768.0,1024.0,landscape,1922,T. C. Steele
Impressionism,18690.jpg,Mysterious,wikiart,408480.0,768.0,1024.0,landscape,1895,T. C. Steele
Impressionism,71660.jpg,Brookville,wikiart,328776.0,768.0,1024.0,landscape,,T. C. Steele
Impressionism,34168.jpg,Brookville,wikiart,359910.0,768.0,1024.0,landscape,1898,T. C. Steele
Impressionism,11826.jpg,Self-portrait,wikipedia,210888.0,768.0,1024.0,self-portrait,,Max Liebermann
Impressionism,49574.jpg,Still Life with Peonies,wikiart,474251.0,768.0,1024.0,flower painting,1915,T. C. Steele
Impressionism,88069.jpg,The Muscatatuck,wikiart,334807.0,768.0,1024.0,landscape,1898,T. C. Steele
Impressionism,2741.jpg,Hills of Vernon,wikiart,433970.0,768.0,1024.0,landscape,1894,T. C. Steele
Impressionism,63137.jpg,In the Whitewater Valley near Metamora,wikiart,333901.0,768.0,1024.0,landscape,1894,T. C. Steele
Impressionism,32448.jpg,"Canal, Schlessheim",wikiart,430645.0,768.0,1024.0,cityscape,1884,T. C. Steele
Impressionism,80643.jpg,Winter Afternoon Old Munich,wikiart,350775.0,768.0,1024.0,cityscape,1883,T. C. Steele
Impressionism,77703.jpg,Birch grow,wikiart,198838.0,768.0,1024.0,landscape,,Max Liebermann
Impressionism,55785.jpg,Evening Poplars and Roadway near Schleissheim,wikiart,307618.0,768.0,1024.0,landscape,1884,T. C. Steele
Impressionism,11735.jpg,On the Muscatatuck,wikiart,346457.0,768.0,1024.0,landscape,1886,T. C. Steele
Impressionism,96254.jpg,Whitewater River,wikiart,411097.0,768.0,1024.0,landscape,,T. C. Steele
Impressionism,33781.jpg,Birch grow,wikiart,204831.0,768.0,1024.0,landscape,,Max Liebermann
Impressionism,5804.jpg,Village Scene,wikiart,413428.0,768.0,1024.0,landscape,c.1885,T. C. Steele
Impressionism,21866.jpg,The Seine at Marly,wikiart,232154.0,768.0,1024.0,landscape,1876,Alfred Sisley
Impressionism,55410.jpg,The Poplars,wikiart,478124.0,768.0,1024.0,landscape,1914,T. C. Steele
Impressionism,65594.jpg,A Bar at the Folies-Bergere,wikiart,636299.0,768.0,1024.0,genre painting,1882,Edouard Manet
Impressionism,83992.jpg,Talbott Place,wikiart,469934.0,768.0,1024.0,landscape,c.1897,T. C. Steele
Impressionism,75908.jpg,Morning by the Stream,wikiart,429699.0,768.0,1024.0,landscape,1893,T. C. Steele
Romanticism,33069.jpg,Dog's Head,wikiart,143854.0,833.0,944.0,animal painting,,James Ward 
Impressionism,98759.jpg,Waterloo Place ,wikiart,897556.0,972.0,809.0,cityscape,1917.0,Robert Spencer
Romanticism,56282.jpg,Tempest by cape Aiya,wikiart,123733.0,728.0,1080.0,marina,1875,Ivan Aivazovsky
Impressionism,93910.jpg,The Port of Nice,wikiart,187727.0,756.0,1040.0,marina,1882,Berthe Morisot
Impressionism,50022.jpg,Parade,wikiart,538705.0,819.0,960.0,genre painting,1912,William James Glackens
Romanticism,48480.jpg,La Tirana,wikipedia,136480.0,1123.0,700.0,portrait,1799,Francisco Goya
Impressionism,64085.jpg,Canal du Loing Chemin de Halage,wikiart,963251.0,736.0,1068.0,landscape,1882,Alfred Sisley
Impressionism,39996.jpg,Gare de Lest,wikiart,1306802.0,750.0,1048.0,cityscape,,Antoine Blanchard
Impressionism,71665.jpg,L'Arc de Triomphe,wikiart,1345116.0,750.0,1048.0,cityscape,,Antoine Blanchard
Impressionism,93646.jpg,Boulevard de la Madeleine,wikiart,1091860.0,750.0,1048.0,cityscape,,Antoine Blanchard
Impressionism,59037.jpg,Portrait of Countess Varvara Musina-Pushkina,wikiart,192082.0,1000.0,786.0,portrait,1895.0,Valentin Serov
Romanticism,33147.jpg,Sea battle,wikiart,102907.0,786.0,1000.0,battle painting,1855,Ivan Aivazovsky
Impressionism,51205.jpg,"Set design for the Opera ""Judith"" by Alexander Serov",wikiart,127749.0,786.0,1000.0,design,1907.0,Valentin Serov
Impressionism,9364.jpg,Landscape with Stronghold,wikiart,155662.0,786.0,1000.0,landscape,,Stefan Popescu
Impressionism,778.jpg,"Portrait of Mme. Rene De Gas, born Estelle Musson",wikiart,143421.0,750.0,1048.0,portrait,1873,Edgar Degas
Impressionism,24511.jpg,Place de la Republic,wikiart,912535.0,750.0,1048.0,cityscape,,Antoine Blanchard
Impressionism,28618.jpg,Mangalia Street,wikiart,156568.0,1000.0,786.0,cityscape,1930.0,Francisc Sirato
Romanticism,18288.jpg,Lady at a Window Feeding Birds,wikiart,125565.0,980.0,802.0,genre painting,c.1859,Alfred Stevens
Romanticism,63489.jpg,Tio Paquete,wikiart,81603.0,975.0,806.0,portrait,c.1820,Francisco Goya
Impressionism,56935.jpg,Swans,wikiart,142260.0,789.0,996.0,animal painting,1888,Berthe Morisot
Impressionism,63437.jpg,"Nude from the Rear, Reading ",wikiart,838297.0,1059.0,742.0,nude painting (nu),c.1885,Edgar Degas
Impressionism,73305.jpg,Landscape with Figure. Study for 'La Grande Jatte',wikiart,287447.0,706.0,1113.0,landscape,1885,Georges Seurat
Romanticism,80331.jpg,The Torn Hat,wikiart,245831.0,1023.0,768.0,portrait,1820.0,Thomas Sully
Romanticism,63583.jpg,Brock`s-Monument,wikiart,32052.0,720.0,1091.0,landscape,,Thomas Cole
Romanticism,90789.jpg,The Wilds of Lake Superior,wikiart,127092.0,730.0,1076.0,landscape,1864,Thomas Moran
Romanticism,32676.jpg,A woman kneeling next to a sarcophagus and crying,wikiart,170264.0,767.0,1024.0,genre painting,1878,Sir Lawrence Alma-Tadema
Impressionism,48381.jpg,Long Shadows. Cattle on the Island of Saltholm,wikipedia,191768.0,767.0,1024.0,animal painting,1890.0,Theodor Philipsen
Impressionism,81653.jpg,Man leaning on a parapet,wikiart,188914.0,1100.0,714.0,genre painting,1881,Georges Seurat
Impressionism,97453.jpg,Woman with a Bandage,wikiart,220551.0,1036.0,758.0,portrait,1873,Edgar Degas
Impressionism,15613.jpg,Notre Dame Quai Saint Michel,wikiart,982681.0,750.0,1047.0,cityscape,,Antoine Blanchard
Impressionism,33339.jpg,Porte St. Denis,wikiart,1029873.0,750.0,1047.0,cityscape,,Antoine Blanchard
Romanticism,27002.jpg,Asensio Juliá,wikipedia,84441.0,1047.0,750.0,portrait,c.1798,Francisco Goya
Impressionism,65015.jpg,Place du Chatelet,wikiart,872948.0,750.0,1047.0,cityscape,,Antoine Blanchard
Impressionism,79741.jpg,Madame de Rutte,wikiart,128873.0,979.0,802.0,portrait,c.1875,Edgar Degas
Impressionism,21281.jpg,Woman Squatting,wikiart,191583.0,1051.0,747.0,nude painting (nu),c.1879,Edgar Degas
Impressionism,48059.jpg,Riverbank at Veneux,wikiart,287702.0,760.0,1033.0,landscape,1881,Alfred Sisley
Impressionism,102753.jpg,Boaters on the Yerres,wikiart,51627.0,688.0,1141.0,genre painting,1877,Gustave Caillebotte
Romanticism,37452.jpg,Portrait of Prince P.Vyazemsky,wikiart,211937.0,1000.0,785.0,portrait,c.1880,Konstantin Makovsky
Romanticism,99844.jpg,Head of the Girl,wikiart,220975.0,1000.0,785.0,portrait,,Konstantin Makovsky
Impressionism,44868.jpg,Spring landscape,wikiart,276571.0,785.0,1000.0,landscape,,Kazimir Malevich
Romanticism,96055.jpg,View of the Bosporus,wikiart,588903.0,785.0,1000.0,landscape,1864,Ivan Aivazovsky
Romanticism,30210.jpg,Portrait Of Miss Laura Theresa Epps,wikiart,160113.0,785.0,1000.0,portrait,c.1871,Sir Lawrence Alma-Tadema
Romanticism,44427.jpg,Autumn Landscape (Mount Chocorua),wikiart,259294.0,785.0,1000.0,landscape,1828,Thomas Cole
Romanticism,89021.jpg,Boyaryshnya,wikiart,223754.0,1000.0,785.0,portrait,,Konstantin Makovsky
Romanticism,91428.jpg,Italian landscape,wikiart,99466.0,728.0,1078.0,landscape,1858,Ivan Aivazovsky
Impressionism,9773.jpg,Landscape with Hills,wikiart,220112.0,777.0,1010.0,landscape,1890,Edgar Degas
Romanticism,36724.jpg,This is worse,wikiart,158506.0,770.0,1019.0,capriccio,1815,Francisco Goya
Impressionism,50110.jpg,Arc de Triomphe,wikiart,1174751.0,750.0,1046.0,cityscape,,Antoine Blanchard
Impressionism,77830.jpg,Porte St. Denis,wikiart,775362.0,750.0,1046.0,cityscape,,Antoine Blanchard
Impressionism,52638.jpg,Place de la Republique,wikiart,947173.0,750.0,1046.0,cityscape,,Antoine Blanchard
Impressionism,74140.jpg,Arc de Triomphe,wikiart,1057264.0,750.0,1046.0,cityscape,,Antoine Blanchard
Impressionism,96921.jpg,Place de la Republique,wikiart,994565.0,750.0,1046.0,cityscape,,Antoine Blanchard
Romanticism,47709.jpg,Smoke of a #45 ,wikiart,197527.0,725.0,1082.0,genre painting,1905.0,Charles M. Russell
Romanticism,14417.jpg,Elizabeth Wignell ,wikiart,257515.0,1024.0,766.0,portrait,1814.0,Thomas Sully
Romanticism,42658.jpg,Baptists,wikiart,160109.0,766.0,1024.0,genre painting,,Pavel Svinyin
Romanticism,19629.jpg,Autumn berries and flowers in brown pot,wikiart,226583.0,1100.0,713.0,still life,,John Constable
Romanticism,959.jpg,Death of Almoadam,wikiart,281416.0,1057.0,742.0,illustration,1877,Gustave Dore
Impressionism,80423.jpg,The Cathedral,wikiart,201186.0,989.0,793.0,landscape,c.1910,Guy Rose
Romanticism,40338.jpg,Inferno Canto 5,wikiart,257515.0,801.0,979.0,illustration,,Gustave Dore
Romanticism,32450.jpg,The worst is to beg,wikiart,108291.0,744.0,1054.0,capriccio,1815,Francisco Goya
Impressionism,72932.jpg,House with Red Roof,wikiart,266712.0,709.0,1106.0,landscape,1883,Georges Seurat
Impressionism,97750.jpg,By the Brook,wikiart,676145.0,1021.0,768.0,portrait,1909.0,Lilla Cabot Perry
Impressionism,88738.jpg,Near Moret sur Loing,wikiart,215628.0,762.0,1029.0,landscape,1881,Alfred Sisley
Impressionism,61131.jpg,Near Paris,wikiart,864945.0,762.0,1029.0,landscape,c.1885,John Henry Twachtman
Impressionism,48463.jpg,Breakfast after Bathing,wikiart,200656.0,1095.0,716.0,nude painting (nu),c.1894,Edgar Degas
Romanticism,63809.jpg,Presser,wikiart,191401.0,1000.0,784.0,portrait,c.1900,Konstantin Makovsky
Impressionism,51047.jpg,Minerva,wikiart,88856.0,1000.0,784.0,nude painting (nu),,Auguste Rodin
Impressionism,89094.jpg,Windy Day At Veneux,wikiart,400342.0,784.0,1000.0,landscape,1882,Alfred Sisley
Impressionism,97063.jpg,The Port in Marseilles,wikiart,156569.0,1000.0,784.0,marina,c.1890,Konstantin Korovin
Romanticism,62171.jpg,Sea view ,wikiart,144513.0,784.0,1000.0,marina,1900,Ivan Aivazovsky
Impressionism,21593.jpg,The Torrent,wikiart,1277482.0,825.0,950.0,landscape,c.1900,John Henry Twachtman
Impressionism,29837.jpg,Porte St. Denis,wikiart,1382731.0,750.0,1045.0,cityscape,,Antoine Blanchard
Impressionism,68064.jpg,Flower market Madeleine,wikiart,1073344.0,750.0,1045.0,cityscape,,Antoine Blanchard
Impressionism,55721.jpg,Place de la Republic,wikiart,1159810.0,750.0,1045.0,cityscape,,Antoine Blanchard
Impressionism,48164.jpg,"The Ohio river from the College Campus, Honover",wikiart,144596.0,729.0,1075.0,landscape,1892,T. C. Steele
Impressionism,95915.jpg,Alarm Clock ,wikiart,781775.0,951.0,824.0,genre painting,1928.0,Robert Spencer
Romanticism,50632.jpg,"Cromer Sands, Norfolk",wikiart,108103.0,830.0,944.0,genre painting,,William Collins
Impressionism,95956.jpg,Revere Beach,wikiart,211145.0,735.0,1066.0,genre painting,c.1897,Maurice Prendergast
Romanticism,73422.jpg,Portia and Shylock ,wikiart,252096.0,1020.0,768.0,literary painting,1835.0,Thomas Sully
Impressionism,100064.jpg,Field of Bluebonnets,wikiart,1051148.0,612.0,1280.0,landscape,,Robert Julian Onderdonk
Romanticism,53089.jpg,Seascape,wikiart,122347.0,768.0,1020.0,marina,1843,Anton Melbye
Romanticism,51623.jpg,Chivalry,wikiart,312857.0,1024.0,765.0,genre painting,1885.0,Frank Dicksee
Romanticism,9716.jpg,"A man dressed in white robes and a thick belt, leaning against a pillar",wikiart,137149.0,1024.0,765.0,portrait,1878,Sir Lawrence Alma-Tadema
Impressionism,98464.jpg,The Canoe ,wikiart,348922.0,705.0,1111.0,genre painting,,Gustave Caillebotte
Romanticism,90200.jpg,Fishermen on the coast of the sea,wikiart,129455.0,712.0,1100.0,marina,1852,Ivan Aivazovsky
Romanticism,85976.jpg,Portrait of G. N. and V. A. Olenin,wikiart,349197.0,1000.0,783.0,portrait,1827,Karl Bryullov
Romanticism,86581.jpg,Tower. Shipwreck,wikiart,108752.0,1000.0,783.0,landscape,1847,Ivan Aivazovsky
Romanticism,51332.jpg,Storm at Sea,wikiart,131536.0,1000.0,783.0,marina,1847,Ivan Aivazovsky
Romanticism,32851.jpg,Hero ,wikiart,119453.0,783.0,1000.0,mythological painting,,Viktor Vasnetsov
Romanticism,95629.jpg,Yalta. The mountains at night,wikiart,143211.0,783.0,1000.0,landscape,,Ivan Aivazovsky
Impressionism,21655.jpg,At the ferry,wikiart,144025.0,783.0,1000.0,genre painting,1905.0,Valentin Serov
Romanticism,11398.jpg,In the Gulf of Finland,wikipedia,127940.0,1000.0,783.0,marina,1881,Lev Lagorio
Romanticism,23262.jpg,The Shipwreck near rocks,wikiart,180288.0,783.0,1000.0,marina,1870,Ivan Aivazovsky
Impressionism,57632.jpg,Porte St. Martin ,wikiart,732784.0,750.0,1044.0,cityscape,,Antoine Blanchard
Romanticism,82304.jpg,Sea ,wikiart,190301.0,1000.0,783.0,marina,1898,Ivan Aivazovsky
Impressionism,73027.jpg,The White Knot,wikiart,107134.0,783.0,1000.0,portrait,,Kimon Loghi
Romanticism,51145.jpg,Portrait of a Woman in White,wikiart,130823.0,1000.0,783.0,portrait,1859,Fyodor Bronnikov
Impressionism,88664.jpg,Gare de Lest,wikiart,688931.0,750.0,1044.0,cityscape,,Antoine Blanchard
Impressionism,50486.jpg,Portrait of Prince Felix Yussupov  ,wikipedia,146207.0,1000.0,783.0,portrait,1903.0,Valentin Serov
Romanticism,33251.jpg,The Hay Card,wikiart,231913.0,706.0,1109.0,landscape,c.1882,Adolphe Joseph Thomas Monticelli
Romanticism,11780.jpg,Gondolier at Sea by Night,wikiart,51821.0,699.0,1120.0,marina,1843,Ivan Aivazovsky
Impressionism,25336.jpg,"Sunlight on an Old House, Putnam",wikiart,254302.0,992.0,789.0,landscape,,Childe Hassam
Impressionism,18657.jpg,"The Wharves, Nassau",wikiart,94639.0,829.0,944.0,cityscape,1913,Julian Alden Weir
Impressionism,52092.jpg,Two Ballet Dancers,wikiart,156761.0,741.0,1056.0,genre painting,c.1879,Edgar Degas
Romanticism,30273.jpg,The Return,wikiart,281301.0,1035.0,756.0,illustration,,Gustave Dore
Impressionism,19030.jpg,Boy on a Grass,wikiart,196409.0,978.0,800.0,genre painting,c.1910,Nikolay Bogdanov-Belsky
Impressionism,50521.jpg,A Spanish Girl (Portrait of Mrs. Chase in Spanish Dress),wikiart,153722.0,1200.0,652.0,portrait,,William Merritt Chase
Romanticism,86851.jpg,The Broken Rope ,wikiart,209641.0,723.0,1082.0,,1904.0,Charles M. Russell
Impressionism,95086.jpg,Place de la Bastiile,wikiart,971871.0,750.0,1043.0,cityscape,,Antoine Blanchard
Romanticism,92108.jpg,Lombard Voorburgwal Amsterdam,wikiart,278391.0,776.0,1008.0,cityscape,,Cornelis Springer
